2018;10;12;02;00;19.04;89.00;1018.30;0.00;0.00;3.90;13.00;0.00;3.00;0.00;0.00;7.99;215.84;13.28;220.60;28.34;244.41;14.04
2018;10;12;03;00;19.80;88.00;1018.20;0.00;0.00;34.00;16.00;0.00;34.00;0.00;0.00;6.49;213.69;12.10;216.53;27.87;241.45;12.24
2018;10;12;04;00;19.85;88.00;1018.30;0.00;0.00;14.00;18.00;0.00;14.00;0.00;0.00;6.12;208.07;10.19;212.01;27.70;242.10;10.80
2018;10;12;05;00;19.91;88.00;1018.90;0.00;0.00;24.00;19.00;0.00;24.00;0.00;0.00;7.09;203.96;11.59;205.77;25.28;243.80;11.88
2018;10;12;06;00;19.91;87.00;1019.00;0.00;0.00;100.00;21.00;0.00;100.00;0.00;0.00;7.59;211.43;11.49;212.20;23.69;245.77;11.88
2018;10;12;07;00;19.88;86.00;1019.90;0.00;0.00;100.00;20.00;0.00;100.00;0.00;0.00;7.49;215.22;11.09;215.75;23.69;245.77;10.80
2018;10;12;08;00;20.18;85.00;1020.40;0.00;0.00;100.00;18.00;0.00;100.00;0.00;1.78;8.59;213.02;10.50;210.96;24.01;246.12;11.52
2018;10;12;09;00;21.24;80.00;1021.10;0.00;0.00;10.00;12.00;0.00;10.00;53.62;127.27;9.45;197.74;10.14;196.50;21.25;243.87;11.88
2018;10;12;10;00;21.48;79.00;1021.30;0.00;0.00;38.00;6.00;0.00;38.00;35.74;145.07;11.66;188.88;12.43;190.01;17.91;239.83;12.60
2018;10;12;11;00;22.02;77.00;1021.60;0.00;0.00;10.00;3.00;0.00;10.00;53.62;211.82;13.49;189.21;14.26;190.18;14.78;235.92;13.68
2018;10;12;12;00;23.45;70.00;1021.70;0.00;0.00;10.00;2.00;0.00;10.00;53.62;559.81;15.75;190.54;16.45;190.08;11.81;232.43;14.40
2018;10;12;13;00;23.73;65.00;1021.60;0.00;0.00;36.00;2.00;0.00;36.00;37.02;659.49;12.25;204.30;12.72;205.11;6.13;266.63;10.80
2018;10;12;14;00;23.88;65.00;1021.70;0.00;0.00;25.00;3.00;0.00;25.00;44.04;678.18;13.20;205.87;13.85;207.90;3.24;270.00;11.52
2018;10;12;15;00;23.81;66.00;1021.30;0.00;0.00;36.00;10.00;0.00;36.00;37.02;645.25;13.71;209.93;14.51;209.74;0.80;243.43;11.52
2018;10;12;16;00;23.46;70.00;1021.00;0.00;0.00;52.00;11.00;0.00;52.00;26.81;561.59;13.48;214.11;14.19;215.71;0.36;180.00;12.60
2018;10;12;17;00;22.89;73.00;1021.10;0.00;0.00;51.00;17.00;0.00;51.00;27.45;435.21;12.31;217.87;12.82;218.16;1.08;90.00;11.52
2018;10;12;18;00;21.83;81.00;1020.00;0.00;0.00;44.00;18.00;0.00;44.00;31.91;273.23;10.09;214.82;10.88;214.22;3.76;106.70;10.80
2018;10;12;19;00;19.49;96.00;1019.90;0.00;0.00;35.00;16.00;0.00;35.00;2.50;88.11;5.90;217.57;8.29;214.38;5.00;120.26;6.12
2018;10;12;20;00;19.70;96.00;1020.30;0.00;0.00;32.00;20.00;0.00;32.00;0.00;0.00;4.07;225.00;6.64;229.40;6.70;126.25;6.12
2018;10;12;21;00;19.55;95.00;1020.20;0.00;0.00;100.00;10.00;0.00;100.00;0.00;0.00;2.28;251.57;4.21;250.02;8.67;131.63;4.68
2018;10;12;22;00;19.42;95.00;1020.30;0.00;0.00;100.00;3.00;0.00;100.00;0.00;0.00;1.80;270.00;3.26;263.66;11.59;143.84;4.32
2018;10;12;23;00;19.34;96.00;1020.00;0.00;0.00;100.00;11.00;0.00;100.00;0.00;0.00;0.36;180.00;1.02;225.00;15.68;148.13;2.52
2018;10;13;00;00;19.13;96.00;1019.80;0.00;0.00;100.00;3.00;0.00;100.00;0.00;0.00;1.02;135.00;1.48;165.96;17.23;153.97;4.32
2018;10;13;01;00;18.76;96.00;1019.70;0.00;0.00;100.00;3.00;0.00;100.00;0.00;0.00;2.19;99.46;2.31;128.66;17.38;166.83;6.48
2018;10;13;02;00;18.31;95.00;1018.60;0.00;0.00;100.00;11.00;0.00;100.00;0.00;0.00;3.24;90.00;3.42;108.43;18.01;177.71;8.64
2018;10;13;03;00;17.89;95.00;1018.70;0.00;0.00;100.00;16.00;0.00;100.00;0.00;0.00;3.96;90.00;3.98;95.19;19.09;182.16;10.80
2018;10;13;04;00;17.26;95.00;1018.10;0.00;0.00;100.00;23.00;0.00;100.00;0.00;0.00;4.02;79.70;3.60;90.00;19.06;190.89;10.80
2018;10;13;05;00;16.50;95.00;1017.50;0.00;0.00;100.00;26.00;0.00;100.00;0.00;0.00;4.35;65.56;4.10;74.74;20.00;193.54;4.68
2018;10;13;06;00;15.04;95.00;1017.50;0.00;0.00;8.00;21.00;0.00;8.00;0.00;0.00;5.82;68.20;6.13;86.63;22.31;190.22;6.84
2018;10;13;07;00;14.59;88.00;1017.20;0.00;0.00;3.60;12.00;0.00;0.00;0.00;0.00;7.59;84.56;11.53;104.47;24.91;184.14;10.80
2018;10;13;08;00;15.02;78.00;1017.40;0.00;0.00;0.60;2.00;0.00;0.00;21.46;5.34;7.57;87.27;12.88;116.57;22.35;182.77;20.88
2018;10;13;09;00;18.75;64.00;1016.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;132.61;6.13;93.37;13.85;117.90;20.88;180.00;21.60
2018;10;13;10;00;22.14;63.00;1016.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;314.17;14.19;144.29;16.28;144.90;19.45;182.12;24.84
2018;10;13;11;00;22.71;67.00;1016.00;0.00;0.00;67.00;0.00;0.00;67.00;17.23;469.92;20.95;155.64;22.86;153.84;23.04;180.00;28.80
2018;10;13;12;00;23.18;69.00;1015.60;0.00;0.00;77.00;0.00;0.00;77.00;10.85;587.40;23.68;151.88;27.29;149.04;25.93;181.59;32.40
2018;10;13;13;00;24.22;70.00;1016.00;0.00;0.00;23.00;15.00;0.00;23.00;45.32;663.05;22.13;158.03;24.20;157.25;20.97;214.51;20.16
2018;10;13;14;00;24.15;72.00;1014.80;0.00;0.00;100.00;14.00;0.00;100.00;0.00;671.06;22.41;156.32;24.49;155.70;20.88;215.88;19.44
2018;10;13;15;00;23.88;76.00;1014.30;0.00;0.00;100.00;12.00;0.00;100.00;0.00;614.10;21.60;156.43;23.54;156.57;23.04;208.97;18.72
2018;10;13;16;00;23.74;77.00;1013.70;0.00;0.00;5.10;17.00;0.00;0.00;56.74;535.78;20.19;158.01;22.13;158.03;27.35;200.82;19.44
2018;10;13;17;00;22.71;82.00;1012.40;0.00;0.00;6.30;21.00;0.00;0.00;55.98;434.32;19.69;161.90;22.77;161.57;32.34;196.82;21.96
2018;10;13;18;00;21.43;91.00;1011.80;0.00;0.00;100.00;13.00;0.00;100.00;0.00;240.30;16.75;154.54;19.81;155.30;34.52;196.36;20.16
2018;10;13;19;00;20.92;95.00;1011.30;0.00;0.00;100.00;6.00;0.00;100.00;0.00;48.95;13.90;143.43;18.78;147.53;36.45;196.65;20.16
2018;10;13;20;00;20.71;95.00;1011.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;12.48;133.83;17.34;138.37;38.14;199.29;21.60
2018;10;13;21;00;20.84;96.00;1010.80;0.00;0.00;100.00;78.00;0.00;100.00;0.00;0.00;12.23;132.61;18.67;140.48;40.11;201.04;19.80
2018;10;13;22;00;20.96;96.00;1011.20;0.10;0.00;100.00;49.00;0.00;100.00;0.00;0.00;13.28;139.40;20.57;147.14;42.65;201.80;25.92
2018;10;13;23;00;21.05;96.00;1010.70;0.00;0.00;100.00;13.00;0.00;100.00;0.00;0.00;15.55;137.82;23.19;143.84;45.00;200.61;27.72
2018;10;14;00;00;21.23;96.00;1010.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;16.58;145.62;23.99;152.28;45.53;202.31;29.52
2018;10;14;01;00;21.30;96.00;1010.00;0.00;0.00;100.00;56.00;100.00;100.00;0.00;0.00;14.34;151.50;20.95;155.64;41.38;201.43;27.72
2018;10;14;02;00;21.36;96.00;1010.50;0.00;0.00;100.00;22.00;71.00;100.00;0.00;0.00;9.96;167.47;14.47;174.29;36.32;197.90;17.64
2018;10;14;03;00;21.66;93.00;1009.90;0.00;0.00;59.00;20.00;59.00;10.00;0.00;0.00;8.09;159.15;11.61;172.87;34.17;200.34;17.28
2018;10;14;04;00;21.31;93.00;1008.50;0.00;0.00;100.00;26.00;10.00;100.00;0.00;0.00;7.70;142.59;10.39;165.96;28.09;210.84;14.04
2018;10;14;05;00;21.18;94.00;1009.30;0.30;0.00;100.00;31.00;0.00;100.00;0.00;0.00;7.63;160.71;11.72;169.38;20.27;213.41;11.16
2018;10;14;06;00;20.98;94.00;1009.50;1.00;0.00;100.00;22.00;100.00;100.00;0.00;0.00;7.20;143.13;9.50;155.38;15.48;181.33;9.36
2018;10;14;07;00;20.85;93.00;1008.60;1.30;0.00;100.00;14.00;100.00;100.00;0.00;0.00;8.31;107.65;10.50;120.96;9.37;177.80;9.00
2018;10;14;08;00;20.72;95.00;1009.10;2.90;0.00;100.00;21.00;100.00;100.00;0.00;0.00;9.83;61.56;12.43;67.89;4.20;149.04;11.52
2018;10;14;09;00;20.14;89.00;1009.20;3.10;0.00;100.00;15.00;100.00;100.00;0.00;6.23;26.49;31.10;35.95;32.74;18.28;122.12;22.68
2018;10;14;10;00;17.27;86.00;1009.40;2.50;0.00;100.00;23.00;100.00;100.00;0.00;18.69;29.57;31.56;39.21;30.33;24.61;95.88;26.64
2018;10;14;11;00;16.44;88.00;1010.00;1.20;0.00;100.00;15.00;0.00;100.00;0.00;33.82;28.36;33.08;36.75;32.60;31.85;95.84;25.20
2018;10;14;12;00;16.35;82.00;1011.10;0.60;0.00;100.00;28.00;0.00;100.00;0.00;63.19;31.91;23.96;40.76;24.53;18.72;91.10;26.28
2018;10;14;13;00;21.18;42.00;1016.50;0.00;0.00;10.00;0.00;0.00;10.00;53.62;669.28;33.28;344.31;38.08;344.65;46.58;351.56;39.24
2018;10;14;14;00;21.18;42.00;1016.10;0.00;0.00;10.00;0.00;0.00;10.00;53.62;670.17;34.42;344.22;39.47;345.20;47.47;353.47;39.96
2018;10;14;15;00;20.98;43.00;1016.20;0.00;0.00;10.00;0.00;0.00;10.00;53.62;634.57;34.28;342.90;38.97;343.91;46.84;352.49;38.52
2018;10;14;16;00;20.53;43.00;1015.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;560.70;33.93;342.72;39.41;343.55;46.94;351.62;39.24
2018;10;14;17;00;19.59;48.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;434.32;31.90;343.61;37.38;344.36;46.89;352.06;38.16
2018;10;14;18;00;18.25;53.00;1015.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;261.66;29.43;345.11;35.97;346.10;50.15;352.16;34.20
2018;10;14;19;00;16.11;60.00;1016.10;0.00;0.00;0.00;0.00;0.00;0.00;1.21;72.98;23.66;346.81;32.84;347.33;48.89;350.68;30.96
2018;10;14;20;00;14.73;68.00;1016.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.13;348.06;29.37;348.69;47.71;351.32;29.16
2018;10;14;21;00;13.72;73.00;1016.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.75;349.46;26.63;350.67;47.11;353.42;24.84
2018;10;14;22;00;12.84;76.00;1017.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.43;349.99;24.03;351.38;45.21;354.52;23.04
2018;10;14;23;00;11.94;80.00;1017.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.01;348.69;22.55;351.74;44.65;352.59;22.68
2018;10;15;00;00;11.32;82.00;1017.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.11;355.91;21.27;357.09;43.35;348.50;24.84
2018;10;15;01;00;11.23;80.00;1017.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.65;2.39;18.36;1.12;40.95;345.23;21.60
2018;10;15;02;00;11.18;79.00;1017.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.57;2.73;14.42;357.14;36.32;340.31;14.04
2018;10;15;03;00;10.87;82.00;1017.00;0.00;0.00;2.00;0.00;0.00;2.00;0.00;0.00;6.13;3.37;11.18;345.07;35.17;337.11;10.80
2018;10;15;04;00;11.16;83.00;1016.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.80;36.87;7.10;300.47;34.83;330.26;6.84
2018;10;15;05;00;11.30;87.00;1016.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.02;135.00;7.97;288.43;33.57;321.53;7.56
2018;10;15;06;00;11.77;92.00;1016.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.41;153.43;8.91;284.04;33.86;314.57;12.96
2018;10;15;07;00;12.62;91.00;1016.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;4.39;145.01;8.05;259.70;34.52;309.50;16.20
2018;10;15;08;00;14.11;91.00;1016.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;1.78;5.32;151.70;8.91;223.36;36.15;303.22;15.48
2018;10;15;09;00;16.96;79.00;1016.50;0.00;0.00;7.00;0.00;0.00;7.00;55.53;121.04;4.32;180.00;8.85;243.43;36.26;299.11;14.76
2018;10;15;10;00;19.87;64.00;1015.60;0.00;0.00;10.00;0.00;0.00;10.00;53.62;302.60;18.09;264.29;22.01;266.25;38.32;296.81;27.00
2018;10;15;11;00;19.99;67.00;1015.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;258.99;26.93;261.54;30.55;261.87;43.19;291.00;32.40
2018;10;15;12;00;20.39;68.00;1015.10;0.30;0.00;100.00;0.00;0.00;100.00;0.00;274.12;29.18;260.77;33.56;260.74;48.52;286.82;34.92
2018;10;15;13;00;19.84;78.00;1012.40;0.00;0.00;100.00;12.00;0.00;100.00;0.00;189.57;33.22;265.65;39.35;265.80;57.69;291.60;43.56
2018;10;15;14;00;20.15;75.00;1012.50;0.00;0.00;100.00;19.00;0.00;100.00;0.00;207.37;32.86;274.40;38.33;275.39;59.41;296.25;44.28
2018;10;15;15;00;20.31;70.00;1012.40;0.00;0.00;100.00;13.00;0.00;100.00;0.00;202.92;31.96;284.35;36.94;285.26;54.23;302.53;44.28
2018;10;15;16;00;20.06;70.00;1011.80;0.00;0.00;71.00;3.00;0.00;71.00;14.68;182.45;31.35;291.56;36.03;291.70;54.79;306.72;41.04
2018;10;15;17;00;20.45;66.00;1011.80;0.00;0.00;11.00;0.00;0.00;11.00;52.98;222.50;29.88;301.20;33.96;302.01;48.39;313.19;36.72
2018;10;15;18;00;19.43;69.00;1011.80;0.00;0.00;10.00;0.00;0.00;10.00;53.62;238.52;25.64;308.16;30.47;308.77;52.20;313.60;34.56
2018;10;15;19;00;17.77;77.00;1011.50;0.00;0.00;0.00;0.00;0.00;0.00;59.83;64.08;22.67;302.68;30.46;302.94;49.64;315.88;31.32
2018;10;15;20;00;18.29;77.00;1012.10;0.00;0.00;100.00;18.00;0.00;100.00;0.00;0.00;23.00;309.92;29.36;310.53;41.32;337.46;30.60
2018;10;15;21;00;16.35;90.00;1012.50;0.10;0.00;6.00;0.00;0.00;6.00;0.00;0.00;16.49;306.12;24.19;306.53;39.58;338.10;30.60
2018;10;15;22;00;17.33;88.00;1012.70;0.30;0.00;100.00;0.00;0.00;100.00;0.00;0.00;17.37;304.02;23.77;305.13;33.76;338.09;23.76
2018;10;15;23;00;16.21;94.00;1012.50;0.30;0.00;11.00;0.00;0.00;11.00;0.00;0.00;15.70;306.61;23.84;308.25;22.21;343.03;18.72
2018;10;16;00;00;15.68;94.00;1012.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.04;312.09;23.93;313.78;19.65;331.56;16.92
2018;10;16;01;00;15.47;94.00;1013.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.28;319.40;23.11;322.59;20.95;331.23;15.48
2018;10;16;02;00;15.01;94.00;1012.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.02;321.63;20.77;326.31;22.88;335.85;13.68
2018;10;16;03;00;14.59;96.00;1012.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.29;324.46;18.47;326.93;21.27;336.04;20.52
2018;10;16;04;00;14.63;97.00;1012.50;0.00;0.00;74.00;0.00;0.00;74.00;0.00;0.00;8.50;323.62;15.68;328.13;20.61;340.62;12.24
2018;10;16;05;00;15.79;96.00;1012.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;6.12;331.93;13.53;334.80;19.39;344.93;10.80
2018;10;16;06;00;15.96;94.00;1012.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;5.01;338.96;10.59;342.18;18.00;348.47;15.48
2018;10;16;07;00;15.00;99.00;1013.50;0.00;0.00;3.00;0.00;0.00;3.00;0.00;0.00;3.67;348.69;7.86;344.05;16.45;349.92;11.16
2018;10;16;08;00;14.74;100.00;1013.80;0.00;0.00;4.00;0.00;0.00;4.00;18.04;2.67;3.24;360.00;6.92;351.03;16.52;348.69;10.44
2018;10;16;09;00;17.15;86.00;1014.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;94.34;1.84;348.69;3.96;360.00;16.10;349.70;7.92
2018;10;16;10;00;19.54;73.00;1015.20;0.00;0.00;10.00;0.00;0.00;10.00;53.62;219.83;3.40;32.01;3.40;32.01;16.60;356.27;7.92
2018;10;16;11;00;19.98;69.00;1015.40;0.00;0.00;10.00;0.00;0.00;10.00;53.62;291.03;2.97;75.96;2.97;75.96;15.68;9.25;7.56
2018;10;16;12;00;20.68;66.00;1015.50;0.00;0.00;10.00;0.00;0.00;10.00;53.62;294.59;1.61;153.43;1.61;153.43;15.98;22.52;9.00
2018;10;16;13;00;23.63;53.00;1013.90;0.00;0.00;10.00;0.00;0.00;10.00;53.62;316.84;7.57;357.27;9.42;6.58;13.10;15.95;14.04
2018;10;16;14;00;24.42;50.00;1014.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;320.40;9.39;355.60;11.54;3.58;13.80;15.12;16.92
2018;10;16;15;00;24.85;50.00;1014.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;325.74;14.97;350.31;15.75;349.46;15.62;25.97;22.32
2018;10;16;16;00;25.04;48.00;1013.70;0.00;0.00;10.00;0.00;0.00;10.00;53.62;428.98;21.13;346.20;22.88;347.28;19.88;35.42;27.72
2018;10;16;17;00;23.69;50.00;1014.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;404.06;25.52;343.61;28.48;343.86;23.62;37.57;26.28
2018;10;16;18;00;21.50;59.00;1014.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;243.86;27.07;346.15;32.49;347.20;23.98;35.84;28.08
2018;10;16;19;00;18.87;74.00;1014.90;0.00;0.00;0.00;0.00;0.00;0.00;58.47;63.19;23.80;349.54;31.78;350.22;23.68;45.62;25.56
2018;10;16;20;00;17.88;80.00;1015.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22.10;353.45;30.81;353.29;22.66;44.36;23.76
2018;10;16;21;00;17.37;81.00;1015.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.85;355.84;28.50;356.38;23.18;46.89;21.60
2018;10;16;22;00;17.11;84.00;1016.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.08;358.92;28.08;360.00;22.18;48.29;19.80
2018;10;16;23;00;16.70;83.00;1016.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.98;4.86;25.68;5.63;19.01;52.70;18.72
2018;10;17;00;00;15.87;83.00;1016.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.85;8.97;24.86;10.01;15.78;55.22;14.76
2018;10;17;01;00;15.13;83.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.66;14.83;25.42;15.61;12.98;56.31;22.32
2018;10;17;02;00;14.05;87.00;1016.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.97;21.16;24.20;22.75;12.31;52.13;11.52
2018;10;17;03;00;13.23;91.00;1016.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.84;19.54;22.71;25.35;10.51;51.95;25.20
2018;10;17;04;00;12.74;92.00;1017.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.28;16.70;18.79;20.17;8.91;43.36;21.96
2018;10;17;05;00;12.26;93.00;1016.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.28;16.70;14.00;17.97;8.50;36.38;17.64
2018;10;17;06;00;11.92;95.00;1015.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.18;14.93;11.62;16.19;7.41;29.05;13.68
2018;10;17;07;00;11.70;97.00;1017.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.83;15.42;12.76;16.39;5.35;19.65;11.88
2018;10;17;08;00;12.10;97.00;1017.10;0.00;0.00;2.00;0.00;0.00;2.00;17.53;1.78;11.18;14.93;12.85;11.31;4.32;360.00;11.88
2018;10;17;09;00;15.59;80.00;1016.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;117.48;7.70;10.78;13.44;7.70;2.16;360.00;10.44
2018;10;17;10;00;20.06;59.00;1017.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;300.82;6.84;360.00;5.04;360.00;0.51;135.00;7.92
2018;10;17;11;00;22.65;50.00;1017.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;456.57;4.39;325.01;2.62;285.95;1.08;180.00;7.20
2018;10;17;12;00;24.81;42.00;1016.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;577.61;6.13;319.76;4.33;311.63;0.72;180.00;6.84
2018;10;17;13;00;24.89;44.00;1016.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;650.59;13.51;318.24;13.28;319.40;6.52;353.66;15.48
2018;10;17;14;00;24.07;48.00;1016.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;669.28;24.29;320.41;26.93;322.06;6.99;325.49;21.24
2018;10;17;15;00;22.55;52.00;1016.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;632.79;30.14;330.68;33.82;332.07;9.23;290.56;25.92
2018;10;17;16;00;21.55;56.00;1015.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;542.90;28.66;333.11;32.36;334.29;13.53;298.61;25.56
2018;10;17;17;00;20.78;63.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;409.40;27.42;330.07;31.58;331.39;17.65;320.79;25.92
2018;10;17;18;00;19.51;63.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;241.19;26.73;334.47;32.06;335.45;27.69;344.16;29.88
2018;10;17;19;00;18.73;79.00;1014.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;60.52;21.87;327.09;27.86;327.13;37.98;345.17;30.96
2018;10;17;20;00;18.18;85.00;1014.60;0.40;0.00;7.00;0.00;0.00;7.00;0.00;0.00;23.11;322.59;29.76;325.35;37.03;333.43;30.96
2018;10;17;21;00;17.42;84.00;1014.50;0.30;0.00;100.00;0.00;10.00;100.00;0.00;0.00;29.62;343.77;39.47;345.20;40.91;331.63;31.68
2018;10;17;22;00;16.80;82.00;1014.30;0.30;0.00;100.00;0.00;10.00;100.00;0.00;0.00;26.08;339.81;34.17;339.66;42.00;345.61;33.48
2018;10;17;23;00;15.96;83.00;1014.30;0.30;0.00;100.00;0.00;10.00;100.00;0.00;0.00;28.36;336.04;37.25;336.66;43.68;351.47;32.04
2018;10;18;00;00;14.93;83.00;1014.00;0.20;0.00;12.00;0.00;0.00;12.00;0.00;0.00;28.75;337.93;38.85;339.38;49.13;351.57;36.36
2018;10;18;01;00;15.14;82.00;1012.80;0.10;0.00;100.00;0.00;0.00;100.00;0.00;0.00;26.41;334.13;35.43;334.74;50.69;353.88;30.96
2018;10;18;02;00;14.40;83.00;1012.30;0.00;0.00;51.00;0.00;0.00;51.00;0.00;0.00;27.06;334.80;37.54;335.65;51.22;352.33;39.60
2018;10;18;03;00;14.15;85.00;1011.70;0.00;0.00;6.00;0.00;6.00;3.00;0.00;0.00;26.08;333.79;36.23;334.71;54.17;351.98;35.64
2018;10;18;04;00;14.28;86.00;1010.20;0.00;0.00;16.00;0.00;0.00;16.00;0.00;0.00;24.83;330.46;34.62;332.10;59.64;354.81;38.16
2018;10;18;05;00;14.39;87.00;1010.30;0.00;0.00;36.00;0.00;36.00;36.00;0.00;0.00;27.05;333.09;36.87;333.94;66.67;353.49;36.72
2018;10;18;06;00;14.08;87.00;1009.70;0.00;0.00;25.00;0.00;17.00;25.00;0.00;0.00;29.20;329.64;39.52;329.93;68.43;351.53;38.16
