2018;08;26;02;00;18.90;49.00;1011.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.18;34.99;28.80;36.87;9.23;339.44;12.96
2018;08;26;03;00;17.80;55.00;1011.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.31;24.78;26.28;36.09;5.15;335.22;15.84
2018;08;26;04;00;16.83;54.00;1011.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.83;23.75;23.07;34.19;3.40;327.99;14.40
2018;08;26;05;00;16.91;45.00;1010.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.69;31.33;18.17;33.69;2.10;329.04;19.44
2018;08;26;06;00;17.29;40.00;1010.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.00;36.87;10.97;23.20;1.80;360.00;15.12
2018;08;26;07;00;17.91;37.00;1011.10;0.00;0.00;0.00;0.00;0.00;0.00;1.78;0.00;8.21;37.87;5.86;10.62;1.44;90.00;11.52
2018;08;26;08;00;21.31;28.00;1011.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;70.31;7.17;17.53;4.68;360.00;2.19;99.46;12.60
2018;08;26;09;00;26.28;21.00;1010.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;262.55;4.69;355.60;5.05;355.91;3.60;90.00;11.52
2018;08;26;10;00;31.51;15.00;1011.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;453.01;2.41;333.43;1.48;345.96;5.77;93.58;7.92
2018;08;26;11;00;34.82;12.00;1011.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;617.66;6.95;158.75;7.90;149.93;9.01;92.29;8.28
2018;08;26;12;00;29.67;26.00;1011.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;750.27;20.52;180.00;22.71;177.27;9.39;94.40;18.36
2018;08;26;13;00;34.26;16.00;1012.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;834.82;13.75;225.00;14.76;225.00;2.55;135.00;9.72
2018;08;26;14;00;35.56;16.00;1012.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;868.64;14.26;225.00;14.77;223.03;4.39;145.01;11.52
2018;08;26;15;00;36.82;16.00;1012.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;845.50;12.41;240.46;12.29;238.17;3.60;180.00;11.52
2018;08;26;16;00;37.28;15.00;1011.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;770.74;12.26;273.37;11.57;275.36;2.31;231.34;14.40
2018;08;26;17;00;36.86;15.00;1011.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;648.81;13.71;299.93;13.83;308.66;3.60;306.87;16.20
2018;08;26;18;00;35.83;14.00;1010.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;487.72;13.76;317.12;14.34;321.12;3.26;6.34;11.88
2018;08;26;19;00;34.24;13.00;1010.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;301.71;10.99;328.39;12.18;325.84;4.84;41.99;11.16
2018;08;26;20;00;30.63;17.00;1010.30;0.00;0.00;0.00;0.00;0.00;0.00;13.92;107.69;5.82;21.80;6.44;26.57;5.69;55.30;10.08
2018;08;26;21;00;27.97;29.00;1010.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.89;9.53;79.11;17.58;79.38;7.07;75.26;13.68
2018;08;26;22;00;24.84;32.00;1011.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.02;28.61;15.12;360.00;10.44;90.00;13.32
2018;08;26;23;00;23.22;30.00;1011.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.34;27.55;16.75;28.22;13.40;96.17;20.52
2018;08;27;00;00;22.66;32.00;1011.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.50;37.30;23.97;32.74;16.24;93.81;11.16
2018;08;27;01;00;22.81;42.00;1011.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.97;41.01;30.25;38.23;16.86;106.11;12.96
2018;08;27;02;00;22.38;46.00;1010.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.93;43.53;28.00;45.00;18.84;116.08;27.72
2018;08;27;03;00;21.74;46.00;1010.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.44;39.81;25.54;49.57;15.31;131.19;24.12
2018;08;27;04;00;21.87;42.00;1010.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.24;26.57;23.28;50.65;5.12;140.71;11.52
2018;08;27;05;00;22.15;43.00;1010.20;0.00;0.00;10.00;0.00;10.00;0.00;0.00;0.00;5.35;19.65;18.09;58.84;0.72;180.00;7.56
2018;08;27;06;00;22.13;44.00;1010.20;0.00;0.00;10.00;0.00;10.00;0.00;0.00;0.00;5.19;56.31;14.00;72.03;0.00;180.00;7.92
2018;08;27;07;00;21.81;45.00;1010.00;0.00;0.00;0.00;0.00;0.00;0.00;0.96;0.00;6.49;56.31;7.93;87.40;5.01;111.04;9.72
2018;08;27;08;00;24.82;37.00;1010.20;0.00;0.00;10.00;0.00;10.00;0.00;53.62;63.19;7.93;39.47;4.21;70.02;15.19;126.33;18.72
2018;08;27;09;00;29.74;28.00;1010.10;0.00;0.00;10.00;0.00;10.00;0.00;53.62;242.08;4.90;17.10;3.55;23.96;23.68;134.38;15.48
2018;08;27;10;00;32.19;26.00;1010.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;412.07;5.09;135.00;5.86;132.51;30.14;119.32;14.04
2018;08;27;11;00;32.32;26.00;1010.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;601.64;18.25;157.99;21.75;151.31;37.23;127.53;20.16
2018;08;27;12;00;31.18;30.00;1010.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;732.47;17.65;168.23;19.81;160.91;42.00;135.35;26.28
2018;08;27;13;00;30.36;38.00;1010.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;799.22;24.68;156.80;29.46;153.12;34.20;143.13;34.20
2018;08;27;14;00;29.86;44.00;1010.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;846.39;20.49;161.57;23.13;159.03;31.58;151.39;28.44
2018;08;27;15;00;29.68;48.00;1010.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;823.25;20.15;161.24;23.26;158.20;23.22;150.26;20.16
2018;08;27;16;00;28.31;56.00;1009.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;747.60;17.90;164.85;21.19;159.10;14.88;147.85;17.28
2018;08;27;17;00;27.51;63.00;1010.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;628.34;12.32;173.29;13.36;165.96;11.88;180.00;12.60
2018;08;27;18;00;26.61;69.00;1009.70;0.00;0.00;2.00;0.00;0.00;2.00;58.72;472.59;8.05;190.30;7.59;185.44;12.62;183.27;8.64
2018;08;27;19;00;25.53;73.00;1009.30;0.00;0.00;5.00;0.00;0.00;5.00;56.81;293.70;7.39;226.97;7.42;230.91;13.38;203.81;9.00
2018;08;27;20;00;24.22;72.00;1009.40;0.00;0.00;0.00;0.00;0.00;0.00;12.53;102.35;6.49;266.82;10.11;265.91;15.46;207.76;8.28
2018;08;27;21;00;21.89;70.00;1010.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.79;306.03;17.83;313.36;14.78;214.08;12.96
2018;08;27;22;00;20.32;78.00;1011.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.62;320.19;9.22;321.34;14.99;245.90;15.12
2018;08;27;23;00;19.35;84.00;1012.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.89;326.31;3.24;90.00;18.42;265.52;4.32
2018;08;28;00;00;18.72;89.00;1013.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.55;288.43;3.32;139.40;22.71;272.73;2.88
2018;08;28;01;00;17.89;95.00;1013.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.17;287.53;5.01;291.04;25.22;272.45;5.76
2018;08;28;02;00;17.37;97.00;1013.10;0.00;0.00;6.00;0.00;0.00;6.00;0.00;0.00;8.79;304.99;13.49;313.92;22.80;285.57;10.08
2018;08;28;03;00;16.99;97.00;1013.80;0.00;0.00;3.00;0.00;0.00;3.00;0.00;0.00;8.91;313.36;16.20;323.13;25.38;301.66;10.08
2018;08;28;04;00;16.73;97.00;1013.60;0.00;0.00;2.00;0.00;0.00;2.00;0.00;0.00;9.39;327.53;14.24;339.27;24.98;285.04;10.08
2018;08;28;05;00;16.22;97.00;1013.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.70;335.56;9.39;355.60;21.25;271.94;10.80
2018;08;28;06;00;15.52;96.00;1013.60;0.00;0.00;37.00;0.00;0.00;37.00;0.00;0.00;7.24;354.29;5.69;34.70;18.72;271.10;9.00
2018;08;28;07;00;16.02;94.00;1014.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;5.51;11.31;3.98;84.81;15.84;270.00;5.76
2018;08;28;08;00;17.96;82.00;1014.80;0.00;0.00;21.00;0.00;0.00;21.00;46.60;65.86;2.41;333.43;2.97;255.96;13.32;271.55;6.12
2018;08;28;09;00;20.86;70.00;1014.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;255.43;2.55;351.87;1.14;341.57;11.25;277.35;10.08
2018;08;28;10;00;23.14;61.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;445.00;2.74;156.80;4.45;165.96;8.65;286.93;3.96
2018;08;28;11;00;24.79;56.00;1015.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;608.76;7.29;200.22;8.31;197.65;6.92;308.66;7.56
2018;08;28;12;00;26.21;52.00;1015.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;739.59;9.89;213.11;10.19;212.01;6.12;331.93;8.64
2018;08;28;13;00;29.81;43.00;1015.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;829.48;6.84;270.00;5.24;254.05;6.29;336.37;10.08
2018;08;28;14;00;30.50;41.00;1015.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;860.63;13.58;302.01;12.78;302.35;3.55;23.96;16.92
2018;08;28;15;00;29.57;44.00;1015.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;837.49;21.64;314.33;23.42;315.00;1.80;90.00;20.88
2018;08;28;16;00;28.15;47.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;762.73;27.26;326.31;30.57;327.99;2.60;146.31;23.76
2018;08;28;17;00;25.77;54.00;1015.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;640.80;29.75;338.71;32.57;339.96;2.90;172.87;24.12
2018;08;28;18;00;23.84;60.00;1014.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;479.71;29.52;344.44;32.74;345.35;2.81;219.81;24.12
2018;08;28;19;00;21.70;70.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;292.81;27.26;347.80;31.21;348.69;2.88;270.00;22.32
2018;08;28;20;00;19.22;81.00;1015.40;0.00;0.00;0.00;0.00;0.00;0.00;11.12;98.79;25.46;351.87;32.74;351.78;3.83;311.19;21.60
2018;08;28;21;00;18.25;85.00;1016.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23.14;354.64;31.45;354.75;5.15;335.22;20.16
2018;08;28;22;00;18.04;86.00;1016.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21.63;357.14;29.91;357.24;5.15;335.22;18.36
2018;08;28;23;00;17.81;88.00;1016.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.16;358.98;29.17;358.59;5.69;325.30;16.92
2018;08;29;00;00;17.66;90.00;1017.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.08;360.00;27.36;360.00;6.44;333.43;16.20
2018;08;29;01;00;17.42;92.00;1017.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.00;360.00;26.64;0.77;6.85;356.99;15.48
2018;08;29;02;00;16.98;92.00;1016.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.94;2.44;25.24;3.27;5.45;7.59;15.84
2018;08;29;03;00;16.73;93.00;1017.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.34;4.76;25.68;5.63;4.33;4.76;14.76
2018;08;29;04;00;16.52;93.00;1016.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.63;7.94;24.34;7.65;3.24;360.00;12.96
2018;08;29;05;00;16.44;92.00;1017.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.68;9.25;25.15;9.06;2.16;360.00;11.52
2018;08;29;06;00;16.34;92.00;1016.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.10;10.30;25.63;10.52;2.10;30.96;11.88
2018;08;29;07;00;16.28;92.00;1017.10;0.00;0.00;0.00;0.00;0.00;0.00;59.32;0.00;16.24;12.80;26.48;11.77;1.02;45.00;11.88
2018;08;29;08;00;19.01;79.00;1017.70;0.00;0.00;4.00;0.00;0.00;4.00;57.45;63.19;19.91;12.53;24.29;11.98;0.72;360.00;14.40
2018;08;29;09;00;21.29;68.00;1017.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;250.09;23.58;12.34;26.28;13.47;1.14;341.57;16.92
2018;08;29;10;00;23.16;61.00;1017.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;436.10;23.86;11.31;26.05;11.15;2.10;30.96;16.92
2018;08;29;11;00;24.80;56.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;598.08;22.46;6.44;23.18;6.24;4.07;45.00;16.92
2018;08;29;12;00;26.60;51.00;1017.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;728.91;20.24;354.90;20.24;354.90;5.86;47.49;16.20
2018;08;29;13;00;27.86;45.00;1017.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;819.69;22.38;348.87;22.38;348.87;18.17;33.69;21.96
2018;08;29;14;00;28.28;45.00;1017.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;852.62;24.86;349.99;25.51;351.07;16.92;38.09;24.12
2018;08;29;15;00;28.12;46.00;1017.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;831.26;26.98;346.89;28.31;348.26;14.11;37.75;24.48
2018;08;29;16;00;27.75;47.00;1016.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;756.50;29.18;344.25;31.61;345.49;12.26;40.24;28.44
2018;08;29;17;00;27.13;47.00;1016.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;634.57;31.61;345.49;35.81;347.22;14.65;27.82;27.72
2018;08;29;18;00;25.97;48.00;1016.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;474.37;31.71;347.54;36.36;348.58;14.20;30.47;27.00
2018;08;29;19;00;24.01;53.00;1016.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;287.47;31.78;350.22;37.88;351.25;18.67;34.00;27.72
2018;08;29;20;00;20.71;68.00;1016.10;0.00;0.00;0.00;0.00;0.00;0.00;9.71;94.34;30.55;351.87;39.88;353.26;20.77;33.69;32.76
2018;08;29;21;00;19.39;75.00;1016.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;29.91;357.24;38.91;357.88;16.30;30.53;27.00
2018;08;29;22;00;18.89;76.00;1017.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28.08;0.73;37.82;1.64;10.16;22.93;33.48
2018;08;29;23;00;18.39;72.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.29;6.81;30.96;8.70;7.24;26.57;23.40
2018;08;30;00;00;17.68;73.00;1017.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22.38;11.13;26.98;13.11;7.90;43.15;18.72
2018;08;30;01;00;16.42;79.00;1017.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.49;11.73;21.48;13.57;8.21;52.13;16.20
2018;08;30;02;00;15.76;84.00;1017.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.43;12.41;20.70;13.07;8.22;61.19;15.12
2018;08;30;03;00;15.17;86.00;1016.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.03;16.70;21.57;14.50;8.22;61.19;16.20
2018;08;30;04;00;14.33;91.00;1015.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.97;21.16;21.92;29.51;11.72;42.51;25.56
2018;08;30;05;00;14.00;94.00;1016.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.70;19.65;19.51;29.88;11.20;45.00;8.28
2018;08;30;06;00;13.25;97.00;1015.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.64;23.96;23.83;26.95;8.09;57.72;7.92
2018;08;30;07;00;13.44;96.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;58.50;0.00;9.50;24.62;19.88;31.68;7.97;71.57;23.76
2018;08;30;08;00;16.16;86.00;1015.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;60.52;6.61;29.36;14.06;39.81;7.90;65.77;6.12
2018;08;30;09;00;20.91;66.00;1015.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;246.53;4.84;41.99;2.28;108.43;9.36;67.38;4.32
2018;08;30;10;00;25.56;49.00;1015.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;435.21;7.99;54.16;11.30;52.77;10.48;74.05;7.56
2018;08;30;11;00;29.03;39.00;1015.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;597.19;6.83;71.57;9.51;60.52;13.10;74.05;7.20
2018;08;30;12;00;30.68;37.00;1015.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;727.13;5.00;149.74;5.35;109.65;14.04;67.38;9.72
2018;08;30;13;00;30.09;35.00;1016.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;816.13;13.25;222.80;14.76;225.00;8.09;57.72;8.64
2018;08;30;14;00;31.57;33.00;1015.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;849.06;15.78;225.00;17.32;226.68;9.45;49.64;15.48
2018;08;30;15;00;33.19;31.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;825.03;15.63;262.06;16.39;261.16;2.97;75.96;16.56
2018;08;30;16;00;32.68;33.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;747.60;18.92;291.19;19.34;294.18;4.38;260.54;17.64
2018;08;30;17;00;31.51;33.00;1015.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;626.56;19.27;302.80;19.59;306.03;4.74;278.75;18.00
2018;08;30;18;00;30.38;37.00;1014.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;467.25;19.60;315.74;22.16;316.97;4.20;300.96;16.92
2018;08;30;19;00;29.13;37.00;1014.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;281.24;17.07;335.06;18.68;334.92;5.69;325.30;18.00
2018;08;30;20;00;25.82;44.00;1014.80;0.00;0.00;0.00;0.00;0.00;0.00;8.28;89.89;15.16;355.91;19.49;355.76;6.21;10.01;17.28
2018;08;30;21;00;22.79;48.00;1015.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.90;3.47;23.62;7.88;11.30;52.77;12.60
2018;08;30;22;00;20.79;54.00;1015.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.26;13.50;21.76;16.34;11.25;39.81;9.72
2018;08;30;23;00;21.04;50.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.23;20.56;20.66;22.54;12.60;36.87;10.44
2018;08;31;00;00;21.73;50.00;1016.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.59;33.02;18.36;28.07;14.40;53.13;10.08
2018;08;31;01;00;20.75;55.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.64;45.00;16.78;35.39;17.56;61.86;24.12
2018;08;31;02;00;19.69;60.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.39;43.03;19.73;38.33;22.55;73.30;18.72
2018;08;31;03;00;19.34;60.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.49;35.22;22.77;34.70;18.23;99.09;12.96
2018;08;31;04;00;19.42;59.00;1014.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.63;63.43;16.42;37.87;17.32;110.70;19.44
2018;08;31;05;00;16.84;82.00;1014.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.40;120.96;14.08;85.60;17.28;90.00;20.16
2018;08;31;06;00;17.58;68.00;1014.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.57;70.20;23.59;74.05;21.19;69.10;12.60
2018;08;31;07;00;18.54;57.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;57.68;0.00;10.32;29.25;15.48;54.46;21.41;70.35;18.00
2018;08;31;08;00;22.31;45.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;57.85;9.34;27.55;9.37;87.80;16.94;87.56;14.40
2018;08;31;09;00;27.84;38.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;244.75;4.68;90.00;5.48;113.20;13.68;116.57;9.72
2018;08;31;10;00;29.28;36.00;1015.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;431.65;11.89;144.87;13.61;142.52;10.74;103.57;14.76
2018;08;31;11;00;29.97;36.00;1014.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;593.63;11.73;162.12;13.53;154.80;13.22;60.64;15.48
2018;08;31;12;00;30.35;37.00;1014.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;723.57;10.45;181.97;11.61;172.87;18.68;64.92;15.84
2018;08;31;13;00;29.33;46.00;1015.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;812.57;15.33;170.54;17.38;166.83;20.21;85.91;12.96
2018;08;31;14;00;29.54;46.00;1014.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;844.61;12.68;186.52;14.04;180.00;23.32;98.88;17.64
2018;08;31;15;00;29.50;46.00;1014.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;821.47;11.92;205.02;12.76;196.39;18.73;92.20;12.60
2018;08;31;16;00;29.52;46.00;1013.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;743.15;11.46;226.27;11.30;217.23;14.08;94.40;7.92
2018;08;31;17;00;29.61;46.00;1013.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;620.33;11.92;244.98;11.79;238.74;9.11;99.09;8.64
2018;08;31;18;00;30.15;43.00;1013.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;461.02;12.65;265.10;13.08;262.09;6.16;83.29;10.08
2018;08;31;19;00;30.60;40.00;1012.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;275.01;16.28;305.10;19.13;311.19;4.69;32.47;17.28
2018;08;31;20;00;26.47;47.00;1013.20;0.00;0.00;0.00;0.00;0.00;0.00;6.84;84.55;17.71;322.43;26.37;325.01;7.93;357.40;15.84
2018;08;31;21;00;24.82;48.00;1013.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.80;344.88;26.17;352.09;9.53;10.89;21.24
2018;08;31;22;00;23.21;51.00;1014.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.86;15.95;11.44;24.15;14.53;41.99;18.72
2018;08;31;23;00;23.02;51.00;1013.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.44;360.00;3.76;343.30;23.23;40.60;4.68
2018;09;01;00;00;21.75;53.00;1014.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.80;180.00;3.96;180.00;28.28;42.42;2.88
2018;09;01;01;00;21.31;54.00;1013.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.48;156.80;9.00;163.74;31.82;45.46;6.84
2018;09;01;02;00;20.47;56.00;1013.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.39;133.03;9.96;139.40;30.65;56.50;9.72
2018;09;01;03;00;21.21;47.00;1013.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.52;73.30;12.07;72.65;27.71;65.43;12.24
2018;09;01;04;00;20.83;48.00;1012.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.46;49.18;22.23;65.10;16.12;119.43;20.16
2018;09;01;05;00;21.02;51.00;1012.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.30;80.84;23.33;128.11;21.71;130.29;18.72
2018;09;01;06;00;22.06;53.00;1012.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.09;87.95;20.07;122.55;23.19;126.16;25.20
